neckneck_ratio,forward_lean_z,shoulder_tilt,head_tilt,hand_to_face,pose_x,pose_y,wrist_elevated,label
0.6761,0.246,0.0331,0.0037,999.0,-39.7371,-45.4169,0,Looking Away
0.6216,0.8532,0.1097,0.0399,999.0,-46.2883,160.3701,0,Focused
0.1135,0.8528,0.1251,0.0058,999.0,0.0,0.0,0,Slouching
0.4751,0.0737,0.4497,0.1647,0.1523,0.0,0.0,1,Slouching
0.1919,0.8201,0.0703,0.0243,999.0,0.0,0.0,0,Slouching
0.6109,0.567,0.0717,0.0062,999.0,-46.2527,-143.248,0,Looking Away
0.5687,0.6985,0.0449,0.0449,1.4429,-32.4933,1.9958,0,Focused
0.5696,0.5305,0.0494,0.019,999.0,-89.0063,-2.4103,0,Looking Away
0.5751,0.7633,0.175,0.0313,999.0,-41.8059,143.8845,0,Looking Away
0.6232,0.7036,0.0833,0.0267,999.0,-46.0357,174.6782,0,Focused
0.5407,0.599,0.0373,0.0522,1.3428,-29.4814,0.9165,1,Focused
0.6104,0.7564,0.0734,0.0434,999.0,-42.3478,156.2584,0,Looking Away
0.4849,0.8175,0.003,0.012,0.5518,-51.5043,0.3988,1,Leaning on Desk
0.55,0.7597,0.0133,0.0333,1.3521,-27.8111,0.1763,1,Focused
0.3332,1.336,0.0324,0.0206,0.6001,0.0,0.0,1,Slouching
0.5912,0.7047,0.0186,0.031,1.4452,-37.3594,-0.4975,0,Focused
0.6039,0.4388,0.0725,0.0345,999.0,-33.1337,122.7532,0,Looking Away
0.6217,0.5203,0.1257,0.0238,999.0,-48.622,137.1067,0,Looking Away
0.6487,0.5203,0.0108,0.0179,1.3447,-45.62,1.2088,1,Focused
0.1047,0.6245,0.1047,0.0233,0.7291,0.0,0.0,0,Slouching
0.5655,0.6648,0.0387,0.0116,1.3508,-59.3343,-33.7557,1,Looking Away
0.5434,0.6026,0.1383,0.2026,0.5357,-55.0067,2.8116,1,Leaning on Desk
0.5737,0.7981,0.1756,0.0314,999.0,-43.1303,142.8479,0,Looking Away
0.6343,0.839,0.0863,0.0365,999.0,-47.6464,160.903,0,Focused
0.5925,1.0108,0.0992,0.0482,999.0,-45.8004,156.4422,0,Focused
0.5698,0.861,0.1767,0.0274,999.0,-45.9295,145.87,0,Looking Away
0.6004,0.908,0.0491,0.0058,999.0,-45.2513,-162.2419,0,Focused
0.6109,0.544,0.0717,0.0094,999.0,-47.426,-143.7202,0,Looking Away
0.6807,0.1562,0.053,0.0204,1.8109,0.0,0.0,0,Looking Away
0.5764,0.3696,0.0651,0.0062,999.0,-41.4224,-125.462,0,Looking Away
0.6214,0.7438,0.0595,0.0198,999.0,-44.1602,-161.2623,0,Focused
0.0394,0.4654,0.0225,0.0451,999.0,0.0,0.0,0,Slouching
0.6052,0.7393,0.0899,0.045,999.0,-39.5326,151.7084,0,Looking Away
0.5431,0.7442,0.0032,0.0447,1.3705,-29.5987,3.6594,1,Focused
0.0225,1.0945,0.0337,0.0253,999.0,0.0,0.0,0,Slouching
0.5946,0.4833,0.0595,0.0063,999.0,-39.0917,-136.9921,0,Looking Away
0.6444,0.5195,0.0148,0.0037,1.4406,-42.364,1.9455,0,Focused
0.5624,0.5045,0.0569,0.0126,999.0,0.0,0.0,0,Looking Away
0.6201,0.4221,0.1405,0.0274,999.0,-35.4439,124.0237,0,Looking Away
0.5816,0.6062,0.1518,0.0258,999.0,-34.0969,128.3694,0,Looking Away
0.5835,0.4278,0.04,0.012,999.0,-64.551,-40.7287,0,Looking Away
0.5834,0.7813,0.0916,0.0397,999.0,-44.2934,151.0382,0,Looking Away
0.5884,0.409,0.0869,0.0201,999.0,0.0,0.0,0,Looking Away
0.585,0.5552,0.095,0.0368,999.0,-46.1696,142.2616,0,Looking Away
0.566,0.5665,0.0456,0.0228,1.289,-89.2233,-1.6867,1,Looking Away
0.5352,0.6709,0.0374,0.0412,1.3315,-26.3564,0.2904,1,Focused
0.5972,0.5578,0.0701,0.04,999.0,-47.2654,144.4036,0,Looking Away
0.6356,0.58,0.0186,0.0,1.4756,-43.9027,1.8204,0,Focused
0.5696,0.8073,0.1878,0.0185,999.0,-46.4954,142.5797,0,Looking Away
0.5073,0.8916,0.0059,0.0264,0.4251,-40.3687,-0.493,1,Leaning on Desk
0.5872,0.5703,0.0785,0.0512,0.4452,-45.4309,-22.8738,1,Leaning on Desk
0.5713,0.8418,0.177,0.0342,999.0,-41.7157,143.5491,0,Looking Away
0.2508,1.3858,0.0689,0.0331,999.0,0.0,0.0,0,Slouching
0.104,0.7417,0.0956,0.0169,999.0,0.0,0.0,0,Slouching
0.6389,0.8688,0.1137,0.0368,999.0,-49.2048,163.2228,0,Focused
0.6283,0.7466,0.0638,0.0202,999.0,-46.9915,-163.1006,0,Focused
0.6285,0.3095,0.0343,0.0,999.0,0.0,0.0,0,Looking Away
0.5574,0.6061,0.0252,0.0432,1.5457,-33.2526,0.3145,0,Focused
0.6002,0.7547,0.0377,0.044,1.5318,-37.7433,-0.1167,0,Focused
0.5914,0.5635,0.0647,0.0031,999.0,-43.6907,-141.1116,0,Looking Away
0.5449,0.7538,0.0064,0.0449,1.3749,-32.1407,3.3153,1,Focused
0.1008,0.9934,0.0817,0.0381,999.0,0.0,0.0,0,Slouching
0.5917,0.6314,0.032,0.012,999.0,-77.7525,-23.4331,0,Looking Away
0.5954,0.5909,0.0706,0.0092,999.0,-46.0374,-145.1353,0,Looking Away
0.6435,0.2832,0.0342,0.0034,999.0,-34.0027,-126.6238,0,Looking Away
0.6028,0.9428,0.0771,0.0257,999.0,-46.8475,161.2745,0,Focused
0.5763,0.491,0.17,0.0202,999.0,-31.1742,117.5904,0,Looking Away
0.5815,0.6719,0.1653,0.0143,999.0,-45.2833,140.0202,0,Looking Away
0.5749,0.8125,0.0338,0.0188,1.2889,-87.6641,15.309,1,Looking Away
0.4484,0.9621,0.0139,0.0167,0.5105,-41.5824,-2.0141,1,Leaning on Desk
0.0374,0.5944,0.0476,0.0068,999.0,0.0,0.0,0,Slouching
0.5831,0.9896,0.0981,0.0449,999.0,-45.0225,156.5052,0,Focused
0.6146,0.788,0.0291,0.0226,1.4057,-37.5755,2.7633,1,Focused
0.6448,0.8983,0.0553,0.0553,0.6642,-40.4059,10.0044,1,Leaning on Desk
0.1293,0.4472,0.2238,0.0746,999.0,0.0,0.0,0,Slouching
0.5632,0.5742,0.04,0.04,1.3294,-31.3382,1.2253,1,Focused
0.6407,0.6226,0.0148,0.0,1.4695,-42.6271,1.6689,0,Focused
0.6259,0.7896,0.0499,0.0166,999.0,-46.1115,-161.498,0,Focused
0.6203,0.8149,0.105,0.0492,999.0,-44.8067,154.6286,0,Focused
0.5991,0.6174,0.0861,0.0364,999.0,-43.0236,146.5399,0,Looking Away
0.6051,0.92,0.0463,0.0029,999.0,-44.7302,-165.0834,0,Focused
0.6056,0.7414,0.077,0.0435,999.0,-44.0238,152.6473,0,Looking Away
0.6082,0.8721,0.0858,0.056,0.6703,-41.8603,10.344,1,Leaning on Desk
0.711,0.2041,0.136,0.0389,1.4161,-39.7631,44.2424,0,Looking Away
0.5086,0.8791,0.0116,0.0231,0.4275,-39.5606,-1.1151,1,Leaning on Desk
0.5956,0.5923,0.0675,0.0123,999.0,-46.9665,-145.8481,0,Looking Away
0.5854,0.3547,0.0976,0.0195,999.0,0.0,0.0,0,Looking Away
0.6457,0.4467,0.0343,0.0069,999.0,-40.8562,-134.4665,0,Looking Away
0.6193,0.7709,0.036,0.0098,0.5093,-48.5122,12.4168,1,Leaning on Desk
0.6071,0.7907,0.0872,0.047,999.0,-41.8664,155.1081,0,Looking Away
0.5883,0.959,0.0933,0.0481,999.0,-46.9392,154.4171,0,Focused
0.5652,0.8072,0.0337,0.0225,1.3312,-79.4874,14.8575,1,Looking Away
0.6531,0.2663,0.0148,0.0037,999.0,-33.8744,-52.167,0,Looking Away
0.6825,0.3,0.0221,0.0037,999.0,-42.8728,-39.7419,0,Looking Away
0.5908,0.998,0.0989,0.0481,999.0,-45.3545,156.5121,0,Focused
0.0264,0.443,0.1085,0.0411,999.0,0.0,0.0,0,Slouching
0.5809,0.4352,0.1743,0.0145,999.0,-27.5766,118.176,0,Looking Away
0.5598,0.7508,0.0938,0.0212,999.0,-40.361,145.6234,0,Looking Away
0.6236,0.5041,0.1295,0.0239,999.0,-48.478,135.2795,0,Looking Away
0.5715,0.8592,0.1773,0.0245,999.0,-45.8479,145.8025,0,Looking Away
0.5458,0.8413,0.0076,0.0,999.0,-48.3769,-0.3601,0,Focused
0.0876,0.7561,0.1073,0.0226,999.0,0.0,0.0,0,Slouching
0.666,0.1921,0.0447,0.0203,1.7568,0.0,0.0,0,Looking Away
0.6069,0.5552,0.0363,0.0218,1.3584,-30.025,1.5091,1,Focused
0.0746,0.9679,0.0773,0.0276,999.0,0.0,0.0,0,Slouching
0.5972,0.6198,0.1621,0.0256,999.0,-50.0466,149.0931,0,Looking Away
0.6031,0.4098,0.0912,0.0245,999.0,0.0,0.0,0,Looking Away
0.5983,0.6326,0.0884,0.0204,1.5631,-36.9973,2.0129,0,Focused
0.6418,0.69,0.0785,0.0102,999.0,-48.9495,-160.8554,0,Focused
0.4852,1.0367,0.0989,0.0371,0.7503,0.0,0.0,1,Slouching
0.5561,0.7726,0.0301,0.015,1.3344,-76.0856,17.6882,1,Looking Away
0.4565,0.7698,0.1589,0.2434,0.2807,-48.9365,-8.4351,1,Leaning on Desk
0.6595,0.2017,0.0463,0.0154,1.8358,0.0,0.0,0,Looking Away
0.5389,0.6229,0.0374,0.0487,1.3396,-27.8871,1.7388,1,Focused
0.5797,0.8217,0.1612,0.0283,999.0,-44.4272,147.9529,0,Looking Away
0.6232,0.4287,0.1438,0.0274,999.0,0.0,0.0,0,Looking Away
0.6446,0.2617,0.0183,0.0037,999.0,-35.9211,-49.552,0,Looking Away
0.5699,0.6261,0.1513,0.0097,999.0,0.0,0.0,0,Looking Away
0.5831,0.9902,0.0981,0.0449,999.0,-45.0664,158.3398,0,Focused
0.3046,1.097,0.0931,0.0085,999.0,0.0,0.0,0,Slouching
0.6515,0.2885,0.0276,0.0034,999.0,0.0,0.0,0,Looking Away
0.5551,0.7348,0.0152,0.0114,1.2473,-58.0166,-2.373,1,Focused
0.5695,0.6852,0.1764,0.0279,999.0,-40.5401,136.8516,0,Looking Away
0.6091,0.7992,0.0451,0.029,1.3918,-38.6594,2.9421,1,Focused
0.5925,0.5473,0.0822,0.0514,0.4461,-44.8333,-23.8641,1,Leaning on Desk
0.2787,0.7806,0.1441,0.0094,999.0,0.0,0.0,0,Slouching
0.6017,0.9067,0.0461,0.0029,999.0,-44.5674,-166.3113,0,Focused
0.5615,0.7791,0.0337,0.0187,1.2411,-76.4645,21.9167,1,Looking Away
0.5466,0.746,0.0979,0.1169,0.6185,-49.423,-0.3848,1,Leaning on Desk
0.5851,0.8424,0.1639,0.0311,999.0,-46.772,147.1953,0,Looking Away
0.6096,0.8488,0.1076,0.0522,999.0,-44.1037,154.4202,0,Focused
0.608,0.4375,0.0764,0.0313,999.0,-26.5489,124.64,0,Looking Away
0.484,0.7338,0.1286,0.2031,0.2834,-52.8726,-10.4144,1,Leaning on Desk
0.6108,0.5973,0.0748,0.0062,999.0,-46.7866,-144.2041,0,Looking Away
0.0224,0.6128,0.0703,0.016,0.5549,0.0,0.0,1,Slouching
0.629,0.6781,0.0,0.0194,1.3598,-41.2017,1.2286,1,Focused
0.5959,0.469,0.0741,0.0062,999.0,-35.989,-132.2113,0,Looking Away
0.5962,0.7697,0.0899,0.04,999.0,-39.9122,155.108,0,Looking Away
0.7131,0.3215,0.1188,0.0498,1.7133,-42.5675,36.7381,0,Looking Away
0.5793,0.6036,0.0446,0.0334,1.4298,-37.3133,1.5255,0,Focused
0.5254,0.9084,0.0068,0.0508,0.4614,-33.5288,8.9743,1,Leaning on Desk
0.5492,0.8027,0.0063,0.0413,1.3677,-28.8783,3.1712,1,Focused
0.665,0.2582,0.0338,0.0038,999.0,-33.7952,-52.3665,0,Looking Away
0.5213,0.7558,0.1179,0.0434,0.5232,-51.7637,-0.0814,1,Leaning on Desk
0.5741,0.8085,0.1725,0.0282,999.0,-41.7793,143.5717,0,Looking Away
0.6259,0.7841,0.0499,0.0166,999.0,-46.246,-161.815,0,Focused
0.5763,0.5084,0.17,0.0202,999.0,0.0,0.0,0,Looking Away
0.5693,0.8145,0.1867,0.0245,999.0,-45.6583,145.14,0,Looking Away
0.5854,0.4261,0.0319,0.004,999.0,-64.7377,-40.0423,0,Looking Away
0.7044,0.2926,0.0332,0.0037,999.0,-41.1038,-40.7791,0,Looking Away
0.1685,1.2204,0.1067,0.0702,999.0,0.0,0.0,0,Slouching
0.6086,0.7091,0.0899,0.045,999.0,-42.3958,148.2896,0,Looking Away
0.6105,0.7914,0.0872,0.0436,999.0,-41.9765,155.7104,0,Looking Away
0.6011,0.6126,0.0863,0.0399,999.0,-43.0045,146.6112,0,Looking Away
0.6419,0.791,0.0129,0.0129,1.4387,-42.6955,1.998,1,Focused
0.012,1.155,0.018,0.003,999.0,0.0,0.0,0,Slouching
0.5867,0.7218,0.1644,0.0227,999.0,-42.1708,144.0254,0,Looking Away
0.5973,0.5357,0.0667,0.0334,999.0,-43.9671,139.7167,0,Looking Away
0.5679,0.8438,0.1832,0.0244,999.0,-46.0804,145.5125,0,Looking Away
0.6412,0.4613,0.0375,0.0068,999.0,-40.8094,-137.2933,0,Looking Away
0.5975,0.8661,0.1593,0.0228,999.0,-51.1844,151.8784,0,Looking Away
0.5999,0.7034,0.0159,0.0222,1.4196,-32.8477,2.8111,0,Focused
0.5865,0.7343,0.1672,0.0227,999.0,-41.7867,142.6326,0,Looking Away
0.6277,0.7787,0.0194,0.0194,1.4311,-37.7305,3.1684,1,Focused
0.7069,0.2922,0.037,0.0037,999.0,-40.3805,-41.7162,0,Looking Away
0.5531,0.6283,0.0142,0.0461,1.4188,-33.9405,0.2567,0,Focused
0.4723,0.9103,0.1181,0.109,0.5327,-35.7223,0.5591,1,Leaning on Desk
0.6033,0.8787,0.0491,0.0029,999.0,-44.932,-162.3948,0,Focused
0.6052,0.7364,0.0899,0.045,999.0,-40.0367,151.4091,0,Looking Away
0.0411,0.5713,0.0823,0.0348,999.0,0.0,0.0,0,Slouching
0.5919,0.551,0.0651,0.0062,999.0,-42.3972,-141.3539,0,Looking Away
0.7117,0.1954,0.1022,0.0315,1.4991,-37.8103,47.9798,0,Looking Away
0.6069,0.7986,0.0767,0.04,999.0,-42.3922,155.9263,0,Looking Away
0.6236,0.5501,0.1186,0.0068,999.0,-47.5432,143.2537,0,Looking Away
0.6479,0.4725,0.0345,0.0103,999.0,-41.8634,-136.0798,0,Looking Away
0.604,0.7701,0.0418,0.0321,1.3648,-38.5843,2.5748,1,Focused
0.5984,0.5861,0.0851,0.0122,999.0,-46.5697,-150.9129,0,Looking Away
0.0915,0.8557,0.1029,0.0086,999.0,0.0,0.0,0,Slouching
0.5759,0.4923,0.169,0.0172,999.0,-18.3388,119.7311,0,Looking Away
0.0663,1.0898,0.0491,0.0417,999.0,0.0,0.0,0,Slouching
0.5616,0.6939,0.0387,0.0077,999.0,-57.4195,-34.3028,0,Looking Away
0.5893,0.4907,0.0319,0.004,999.0,-73.8062,-33.6578,0,Looking Away
0.6517,0.2563,0.0222,0.0037,999.0,-33.4236,-52.8417,0,Looking Away
0.3876,0.6397,0.0558,0.0496,999.0,0.0,0.0,0,Slouching
0.5697,0.6332,0.1432,0.0098,999.0,0.0,0.0,0,Looking Away
0.5441,0.8416,0.0,0.0038,999.0,-46.0491,-0.2806,0,Focused
0.5839,0.6621,0.0825,0.0489,999.0,-44.6174,147.7091,0,Looking Away
0.121,1.1349,0.0449,0.1141,0.1299,0.0,0.0,1,Slouching
0.5795,0.7384,0.0223,0.0287,1.3938,-33.7006,3.6412,1,Focused
0.504,0.6491,0.0574,0.0829,0.3966,-47.0255,3.5696,1,Leaning on Desk
0.6236,0.4891,0.1186,0.0102,999.0,-39.5958,132.443,0,Looking Away
0.587,0.5609,0.0317,0.0079,999.0,-74.9605,-28.8977,0,Looking Away
0.6259,0.723,0.0499,0.0166,999.0,-46.0152,-161.4644,0,Focused
0.553,0.7437,0.0151,0.0114,1.2253,-57.5377,-2.5023,1,Focused
0.5724,0.7776,0.0229,0.0076,1.3849,-74.0879,18.9738,1,Looking Away
0.5754,0.7046,0.0944,0.0365,999.0,-42.5797,149.0786,0,Looking Away
0.4683,0.5372,0.0437,0.0312,999.0,0.0,0.0,0,Slouching
0.5886,0.3587,0.0712,0.0031,999.0,0.0,0.0,0,Looking Away
0.7029,0.2549,0.1047,0.0411,1.6685,-40.0519,41.6127,0,Looking Away
0.681,0.3063,0.0293,0.0037,999.0,-43.4238,-38.0447,0,Looking Away
0.585,0.5562,0.095,0.0368,999.0,-46.6188,143.2333,0,Looking Away
0.5999,0.7009,0.0159,0.0222,1.4196,-32.5795,2.8069,0,Focused
0.553,0.768,0.0151,0.0114,1.2229,-56.8032,-1.329,1,Focused
0.5027,0.6847,0.0884,0.014,999.0,0.0,0.0,0,Slouching
0.5858,0.3882,0.0441,0.012,999.0,-62.2188,-43.0486,0,Looking Away
0.6019,0.5669,0.0334,0.0149,1.4716,-36.3744,-1.3882,0,Focused
0.6933,0.2404,0.0741,0.0334,1.3019,-43.2146,45.7839,0,Looking Away
0.5966,0.5979,0.0848,0.0121,999.0,-46.039,-150.3156,0,Looking Away
0.5616,0.6781,0.0387,0.0039,999.0,-58.2599,-32.3046,0,Looking Away
0.5816,0.6308,0.1518,0.0258,999.0,-37.5593,129.9755,0,Looking Away
0.604,0.7208,0.0868,0.0417,999.0,-40.4511,152.1466,0,Looking Away
0.5981,0.4266,0.0791,0.0206,999.0,0.0,0.0,0,Looking Away
0.5632,0.5605,0.04,0.0363,1.3347,-31.8515,1.5487,1,Focused
0.5737,0.7964,0.1756,0.0251,999.0,-41.8125,142.3675,0,Looking Away
0.6183,0.6119,0.1311,0.0067,999.0,-46.9613,147.4777,0,Looking Away
0.5834,0.5683,0.0916,0.0428,999.0,-42.6157,140.1099,0,Looking Away
0.0452,0.3252,0.2372,0.0527,999.0,0.0,0.0,0,Slouching
0.5984,0.5127,0.0731,0.0366,999.0,-43.7746,145.1844,0,Looking Away
0.5789,0.487,0.1728,0.0202,999.0,-36.6105,119.1213,0,Looking Away
0.5657,0.5396,0.1554,0.0117,999.0,0.0,0.0,0,Looking Away
0.545,0.7614,0.0226,0.0451,1.3874,-33.5291,4.6374,1,Focused
0.5399,0.791,0.0038,0.0038,1.3142,-45.5269,0.0553,1,Focused
0.572,0.6943,0.0598,0.0486,1.4108,-30.3891,0.1542,1,Focused
0.5745,0.8094,0.0159,0.0286,1.3733,-30.0578,2.9277,1,Focused
0.5449,0.8039,0.0032,0.0449,1.385,-29.6665,3.1465,1,Focused
0.5718,0.5446,0.0496,0.0191,999.0,-88.3991,-3.056,0,Looking Away
0.6186,0.4263,0.1333,0.0273,999.0,-37.2391,122.0746,0,Looking Away
0.6019,0.5421,0.0334,0.0149,1.5003,-36.4009,-2.7733,0,Focused
0.5534,0.7477,0.0038,0.0038,1.2771,-54.461,-0.9031,1,Focused
0.5949,0.4503,0.0764,0.0233,999.0,-33.3103,130.1208,0,Looking Away
0.5552,0.7957,0.0063,0.0315,1.3839,-30.4369,2.4642,0,Focused
0.2981,1.0917,0.0602,0.0383,999.0,0.0,0.0,0,Slouching
0.5309,0.7891,0.0862,0.0276,1.3988,-27.8316,-0.2224,1,Focused
0.085,1.0713,0.0478,0.0319,999.0,0.0,0.0,0,Slouching
0.5289,0.7137,0.1511,0.2204,0.6672,-52.2887,3.4774,1,Leaning on Desk
0.6267,0.7527,0.08,0.0267,999.0,-45.3656,176.3405,0,Focused
0.6675,0.3041,0.0318,0.0106,999.0,-38.8425,-45.1364,0,Looking Away
0.6216,0.8632,0.1097,0.0399,999.0,-46.1387,160.2647,0,Focused
0.6054,0.4972,0.0803,0.0368,999.0,-43.1037,143.5309,0,Looking Away
0.7131,0.3352,0.1188,0.0498,1.71,-42.5483,37.5089,0,Looking Away
0.5407,0.6633,0.0373,0.041,1.3478,-25.6361,0.3462,1,Focused
0.6335,0.433,0.1438,0.0342,999.0,-31.4453,122.295,0,Looking Away
0.5974,1.0067,0.0939,0.0341,999.0,-46.5347,157.3295,0,Focused
0.6442,0.5999,0.0754,0.0103,999.0,-48.8672,-160.1339,0,Focused
0.567,0.4668,0.1549,0.0117,999.0,0.0,0.0,0,Looking Away
0.6183,0.44,0.1366,0.0273,999.0,-38.2051,119.8053,0,Looking Away
0.4615,0.9454,0.0085,0.0256,0.4486,-45.883,0.4367,1,Leaning on Desk
0.6016,0.7662,0.0902,0.0434,999.0,-40.7902,154.9301,0,Looking Away
0.6283,0.29,0.0412,0.0,999.0,0.0,0.0,0,Looking Away
0.0162,0.4862,0.0162,0.0162,0.3376,0.0,0.0,1,Slouching
0.5961,0.4253,0.0795,0.0265,999.0,-29.9027,128.3179,0,Looking Away
0.5954,0.8757,0.1574,0.0229,999.0,-51.1607,153.5049,0,Looking Away
0.5851,0.8355,0.1639,0.0311,999.0,-45.798,147.2462,0,Looking Away
0.5969,0.5946,0.0767,0.0133,0.4714,-47.5646,-22.728,1,Leaning on Desk
0.5541,0.4554,0.063,0.0126,999.0,0.0,0.0,0,Looking Away
0.644,0.6446,0.0788,0.0103,999.0,-48.565,-160.1018,0,Focused
0.5831,0.6976,0.0881,0.0516,999.0,-46.7687,147.493,0,Looking Away
0.5945,0.4102,0.0774,0.0062,999.0,0.0,0.0,0,Looking Away
0.553,0.803,0.0114,0.0,1.3604,-48.6238,0.9226,1,Focused
0.6615,0.2259,0.0226,0.0038,999.0,-34.3391,-52.3727,0,Looking Away
0.561,0.6107,0.047,0.047,1.5148,-33.7846,1.4324,0,Focused
0.0593,0.3583,0.1917,0.0593,0.2454,0.0,0.0,1,Slouching
0.3628,1.1181,0.058,0.0406,0.5446,0.0,0.0,1,Slouching
0.5783,0.4232,0.09,0.0193,999.0,0.0,0.0,0,Looking Away
0.6109,0.5505,0.0717,0.0094,999.0,-47.0654,-144.9625,0,Looking Away
0.6049,0.528,0.0594,0.0186,1.365,-35.9222,0.8164,1,Focused
0.5684,0.7571,0.0305,0.0153,1.2264,-73.5293,18.849,1,Looking Away
0.5776,0.5253,0.1581,0.0161,999.0,0.0,0.0,0,Looking Away
0.5547,0.8322,0.0038,0.0038,1.2857,-46.6551,-0.6264,1,Focused
0.5858,0.3261,0.0797,0.0061,999.0,-33.296,-128.9889,0,Looking Away
0.5893,0.7177,0.0319,0.0119,999.0,-79.9498,-15.1248,0,Looking Away
0.592,0.5427,0.062,0.0062,999.0,-41.7375,-141.3795,0,Looking Away
0.5902,0.5718,0.169,0.0143,999.0,-47.8618,138.5915,0,Looking Away
0.6051,0.7779,0.0869,0.0435,999.0,-41.9762,155.1605,0,Looking Away
0.0345,0.6182,0.031,0.0517,0.5037,0.0,0.0,1,Slouching
0.262,1.0524,0.0797,0.0171,999.0,0.0,0.0,0,Slouching
0.5701,0.584,0.1442,0.0098,999.0,0.0,0.0,0,Looking Away
0.7053,0.3108,0.0858,0.0373,1.4894,-40.6904,39.222,0,Looking Away
0.0526,0.9508,0.0876,0.038,0.6985,0.0,0.0,0,Slouching
0.6401,0.6587,0.0064,0.0159,1.3359,-43.3385,2.6661,1,Focused
0.6047,0.5892,0.0717,0.0062,999.0,-44.751,-141.4211,0,Looking Away
0.5819,0.613,0.1663,0.0172,999.0,-41.7768,137.3214,0,Looking Away
0.0988,0.7153,0.0824,0.022,999.0,0.0,0.0,0,Slouching
0.1257,1.2538,0.0292,0.0146,0.4446,0.0,0.0,1,Slouching
0.5872,0.5522,0.166,0.0128,999.0,-27.7224,117.4452,0,Looking Away
0.5954,0.6052,0.0706,0.0123,999.0,-46.5205,-145.6139,0,Looking Away
0.6268,0.9041,0.0689,0.0394,999.0,-46.9894,176.1781,0,Focused
0.4655,1.0289,0.0325,0.0216,0.5564,0.0,0.0,1,Slouching
0.5926,0.5667,0.1681,0.0199,999.0,-47.5538,136.6944,0,Looking Away
0.4745,1.1658,0.0608,0.0145,0.5222,-36.401,-4.9175,1,Leaning on Desk
0.71,0.2298,0.1222,0.042,1.3608,-38.0679,44.2799,0,Looking Away
0.6011,0.7306,0.0863,0.0498,999.0,-42.9169,152.1518,0,Looking Away
0.6341,0.8193,0.0287,0.043,0.5874,-49.0883,12.8012,1,Leaning on Desk
0.6051,0.9225,0.0492,0.0029,999.0,-44.6055,-164.5624,0,Focused
0.3866,1.1938,0.0077,0.0283,999.0,0.0,0.0,0,Slouching
0.6012,0.7186,0.019,0.0221,1.4137,-39.7192,4.4245,0,Focused
0.5983,0.6252,0.0881,0.0152,999.0,-46.9208,-150.9486,0,Looking Away
0.5797,0.3303,0.0797,0.0031,999.0,-32.4501,-128.4364,0,Looking Away
0.5655,0.7673,0.0922,0.0184,999.0,-39.5644,143.2963,0,Looking Away
0.583,0.753,0.1486,0.0286,999.0,-45.429,142.284,0,Looking Away
0.6424,0.5977,0.0032,0.0158,1.3473,-43.4621,2.139,1,Focused
0.1031,0.9258,0.0026,0.0335,999.0,0.0,0.0,0,Slouching
0.5983,0.5918,0.0881,0.0152,999.0,-46.4911,-150.8081,0,Looking Away
0.5945,0.4199,0.0774,0.0062,999.0,0.0,0.0,0,Looking Away
0.6707,0.3679,0.0459,0.0106,999.0,-48.3973,-29.6209,0,Looking Away
0.6328,0.6834,0.0575,0.0068,999.0,-46.1859,-159.1899,0,Focused
0.6128,0.8509,0.1076,0.0489,999.0,-43.5691,154.2982,0,Focused
0.511,0.6418,0.083,0.0767,0.428,-49.2949,2.4567,1,Leaning on Desk
0.5458,0.8385,0.0038,0.0,999.0,-48.653,-0.4159,0,Focused
0.6361,0.4919,0.0291,0.0036,1.3596,-43.5966,9.0438,1,Focused
0.3298,0.0365,0.318,0.1237,0.3488,0.0,0.0,1,Slouching
0.6019,0.4615,0.0836,0.0368,999.0,-39.0837,134.0953,0,Looking Away
0.5666,0.7311,0.0788,0.0303,999.0,-40.5591,145.0632,0,Looking Away
0.4426,1.3408,0.099,0.0165,0.6193,0.0,0.0,1,Slouching
0.6425,0.4905,0.0206,0.0,999.0,-44.9915,-140.3291,0,Looking Away
0.5928,0.4953,0.0754,0.0171,999.0,0.0,0.0,0,Looking Away
0.558,0.4683,0.0589,0.0124,999.0,-29.7699,122.7831,0,Looking Away
0.1168,0.4593,0.014,0.0234,0.1734,0.0,0.0,1,Slouching
0.5772,0.8182,0.1725,0.0282,999.0,-42.2425,143.5007,0,Looking Away
0.5401,0.8209,0.0193,0.0129,0.4949,-43.6433,-13.3418,1,Leaning on Desk
0.5723,0.4889,0.0964,0.0093,999.0,-36.3437,132.1929,0,Looking Away
0.5974,0.787,0.0929,0.0365,999.0,-39.0596,153.7499,0,Looking Away
0.5974,0.9902,0.0939,0.037,999.0,-46.559,156.9121,0,Focused
0.5715,0.8348,0.1773,0.0245,999.0,-45.5741,145.6184,0,Looking Away
0.6048,0.5021,0.0825,0.0447,999.0,-40.6233,139.8197,0,Looking Away
0.5914,0.5992,0.1686,0.0143,999.0,-48.6346,138.9964,0,Looking Away
0.4084,0.6859,0.044,0.044,999.0,0.0,0.0,0,Slouching
0.5866,0.6708,0.0886,0.0519,999.0,-45.9871,147.5503,0,Looking Away
0.5986,0.657,0.082,0.0152,999.0,-47.0881,-151.6052,0,Looking Away
0.5519,0.791,0.0065,0.0844,0.4181,-44.1693,2.3583,1,Leaning on Desk
0.5886,0.3792,0.0712,0.0031,999.0,0.0,0.0,0,Looking Away
0.5655,0.6676,0.0387,0.0116,1.4781,-57.5956,-34.6269,1,Looking Away
